name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2bandwidth_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3bandwidth_sma3nz;F3amplitudeLogRelF0_sma3nz
'unknown';0.500000;1.340108e-01;-6.299356e+00;1.800739e+01;-2.325891e-02;-1.121818e-03;2.694003e-02;6.898741e+00;1.371693e+01;4.410850e+00;-2.168218e+00;0;0;0;0;0;0;8.886606e+02;9.140251e+02;-201;1.873994e+03;3.511834e+02;-201;2.870969e+03;7.735286e+02;-201
'unknown';0.550000;1.736965e-01;-7.014851e+00;2.053837e+01;-1.345161e-02;-6.168136e-03;3.895083e-02;1.782792e+01;8.259135e+00;-2.548997e+00;-5.526370e+00;0;0;0;0;0;0;6.456995e+02;1.111638e+03;-201;1.608914e+03;6.652308e+02;-201;2.770902e+03;6.333852e+02;-201
'unknown';0.600000;2.021396e-01;-5.576067e+00;2.252013e+01;4.423634e-03;-9.011935e-03;5.358219e-02;2.421530e+01;6.557957e+00;-9.056615e+00;-9.742527e+00;0;0;0;0;0;0;5.986399e+02;1.098513e+03;-201;1.614377e+03;9.012722e+02;-201;2.819984e+03;5.124678e+02;-201
'unknown';0.650000;1.875288e-01;-6.398656e+00;2.230370e+01;7.455566e-03;-8.471202e-03;5.081483e-02;2.087374e+01;9.142344e+00;-7.433206e+00;-1.257128e+01;0;0;0;0;0;0;8.001476e+02;1.074083e+03;-201;2.126718e+03;6.844649e+02;-201;3.170514e+03;7.535712e+02;-201
'unknown';0.700000;1.607137e-01;-8.624793e+00;2.405440e+01;2.997013e-03;-6.230382e-03;4.145804e-02;1.765147e+01;9.141953e+00;-1.077805e+00;-6.523298e+00;0;0;0;0;0;0;8.062727e+02;9.760740e+02;-201;2.166997e+03;5.727226e+02;-201;3.154542e+03;5.972632e+02;-201
'unknown';0.750000;1.462125e-01;-1.157253e+01;2.306977e+01;-5.994649e-03;-7.409225e-03;3.240917e-02;1.665289e+01;8.000289e+00;2.443512e+00;-1.569008e+00;0;0;0;0;0;0;6.187625e+02;1.347507e+03;-201;1.763275e+03;9.047762e+02;-201;2.782277e+03;7.584572e+02;-201
'unknown';0.800000;1.662815e-01;-1.006959e+01;2.213074e+01;-5.019038e-03;-8.784073e-03;3.484774e-02;1.936221e+01;4.912546e+00;2.841661e+00;2.366543e-01;0;0;0;0;0;0;6.215352e+02;1.313440e+03;-201;1.635480e+03;1.038949e+03;-201;2.771514e+03;5.776729e+02;-201
'unknown';0.850000;1.838197e-01;-9.300874e+00;2.044833e+01;1.047349e-03;-8.451875e-03;3.922771e-02;2.143242e+01;5.882040e+00;1.347449e+00;-4.387291e+00;0;0;0;0;0;0;8.058813e+02;1.205367e+03;-201;1.921503e+03;1.016389e+03;-201;3.009656e+03;7.748102e+02;-201
'unknown';0.900000;2.150699e-01;-7.036098e+00;2.016690e+01;2.355885e-03;-8.098613e-03;4.493859e-02;2.283215e+01;5.263107e+00;-3.514329e-01;-1.088507e+01;0;0;0;0;0;0;9.732606e+02;8.887823e+02;-201;2.346594e+03;6.222820e+02;-201;3.432819e+03;8.654133e+02;-201
'unknown';0.950000;2.052318e-01;-8.447282e+00;2.280254e+01;1.141266e-03;-1.146675e-02;4.636623e-02;2.391638e+01;6.882905e+00;-2.860578e+00;-8.428434e+00;0;0;0;0;0;0;7.119439e+02;1.218780e+03;-201;1.910773e+03;8.034277e+02;-201;3.048197e+03;9.590259e+02;-201
'unknown';1.000000;1.814455e-01;-9.548710e+00;2.347022e+01;-1.400163e-04;-1.164550e-02;4.660584e-02;1.996940e+01;9.051818e+00;-2.561275e+00;-6.807117e+00;0;0;0;0;0;0;5.213960e+02;1.392213e+03;-201;1.655418e+03;9.048418e+02;-201;2.798987e+03;8.175401e+02;-201
'unknown';1.050000;1.482563e-01;-1.036755e+01;2.347621e+01;-3.108508e-03;-9.142752e-03;3.951317e-02;1.421261e+01;1.000967e+01;-1.020492e+00;-4.123211e-01;0;0;0;0;0;0;5.457637e+02;1.374005e+03;-201;1.624519e+03;9.947593e+02;-201;2.656378e+03;7.749830e+02;-201
'unknown';1.100000;1.417474e-01;-8.548368e+00;1.939560e+01;-5.103804e-03;-6.729037e-03;3.041431e-02;1.054421e+01;9.761907e+00;-1.411290e-01;4.458126e-01;0;0;0;0;0;0;7.865867e+02;1.014990e+03;-201;2.030255e+03;8.916307e+02;-201;2.967748e+03;6.607066e+02;-201
'unknown';1.150000;1.636736e-01;-8.318352e+00;2.143742e+01;-8.245585e-03;-1.059956e-02;3.469900e-02;1.452284e+01;1.104943e+01;-4.234789e+00;-2.366161e+00;0;0;0;0;0;0;7.146547e+02;1.173241e+03;-201;1.942009e+03;9.354684e+02;-201;3.057245e+03;7.866948e+02;-201
'unknown';1.200000;1.709273e-01;-9.900928e+00;2.589953e+01;-1.192213e-02;-1.103068e-02;4.905784e-02;1.813592e+01;1.180785e+01;-7.415210e+00;-4.235223e+00;0;0;0;0;0;0;5.059520e+02;1.472939e+03;-201;1.504178e+03;9.862220e+02;-201;2.824734e+03;7.358616e+02;-201
'unknown';1.250000;1.708865e-01;-1.145214e+01;2.952382e+01;-1.165283e-02;-1.223596e-02;5.374207e-02;2.048114e+01;1.305093e+01;-7.354874e+00;-6.991571e+00;0;0;0;0;0;0;5.267453e+02;1.542729e+03;-201;1.581559e+03;1.030910e+03;-201;2.896962e+03;6.643242e+02;-201
'unknown';1.300000;1.496228e-01;-1.028125e+01;2.913485e+01;-2.922663e-03;-1.097190e-02;4.775912e-02;1.956730e+01;1.186058e+01;-9.570724e+00;-9.532301e+00;0;0;0;0;0;0;5.046172e+02;1.501822e+03;-201;1.577176e+03;9.928506e+02;-201;2.871506e+03;5.557993e+02;-201
'unknown';1.350000;1.317818e-01;-1.074196e+01;2.750367e+01;2.872747e-03;-1.257024e-02;3.740913e-02;1.942018e+01;1.469919e+01;-5.955884e+00;-6.503291e+00;0;0;0;0;0;0;6.956462e+02;1.269108e+03;-201;1.966835e+03;1.006394e+03;-201;3.077593e+03;7.635617e+02;-201
'unknown';1.400000;1.116417e-01;-1.264395e+01;2.720568e+01;4.038007e-03;-1.310225e-02;3.010947e-02;1.747834e+01;1.638912e+01;-3.346289e+00;-2.998648e+00;0;0;0;0;0;0;5.098683e+02;1.460247e+03;-201;1.597129e+03;1.369156e+03;-201;2.662760e+03;1.040824e+03;-201
'unknown';1.450000;1.207456e-01;-1.158563e+01;2.774139e+01;-1.937013e-03;-1.205025e-02;2.931288e-02;1.844304e+01;1.695398e+01;-3.293962e+00;-4.828711e+00;0;0;0;0;0;0;6.059707e+02;1.328445e+03;-201;1.610381e+03;1.331987e+03;-201;2.777485e+03;9.050010e+02;-201
'unknown';1.500000;1.418951e-01;-8.262836e+00;2.749515e+01;-2.731761e-03;-1.153432e-02;2.508392e-02;2.042741e+01;1.585362e+01;-9.047832e+00;-1.541960e+01;0;0;0;0;0;0;4.113014e+02;1.317742e+03;-201;1.265166e+03;1.166193e+03;-201;2.774209e+03;5.337971e+02;-201
'unknown';1.550000;1.729906e-01;-5.577339e+00;2.770620e+01;-1.898607e-03;-1.129287e-02;3.083383e-02;2.359147e+01;1.398545e+01;-1.537193e+01;-2.301843e+01;0;0;0;0;0;0;3.938595e+02;1.162411e+03;-201;1.194957e+03;7.542382e+02;-201;3.005902e+03;2.042475e+02;-201
'unknown';1.600000;1.672551e-01;-4.915579e+00;2.672412e+01;-4.598845e-03;-1.154732e-02;3.228291e-02;2.272827e+01;1.290109e+01;-1.405196e+01;-1.862988e+01;0;0;0;0;0;0;6.173160e+02;1.029947e+03;-201;1.635495e+03;6.673383e+02;-201;3.180426e+03;3.214021e+02;-201
'unknown';1.650000;1.505775e-01;-7.155636e+00;2.216031e+01;-5.736857e-04;-1.264212e-02;3.689742e-02;2.010842e+01;1.225800e+01;-5.712801e+00;-8.626122e+00;0;0;0;0;0;0;6.184820e+02;1.030244e+03;-201;1.799937e+03;5.959008e+02;-201;3.156954e+03;6.601304e+02;-201
'unknown';1.700000;1.324791e-01;-7.909506e+00;1.699862e+01;-5.213291e-03;-1.244395e-02;3.244568e-02;1.648939e+01;1.119996e+01;7.793360e+00;3.810120e-01;0;0;0;0;0;0;6.201586e+02;1.077854e+03;-201;1.964769e+03;4.992265e+02;-201;2.947861e+03;1.321814e+03;-201
'unknown';1.750000;1.365153e-01;-1.057494e+01;1.627015e+01;-7.538064e-03;-1.462215e-02;3.056016e-02;1.745257e+01;1.083392e+01;1.129711e+01;2.653394e+00;0;0;0;0;0;0;6.154807e+02;1.172934e+03;-201;1.913864e+03;5.053226e+02;-201;2.956725e+03;1.450943e+03;-201
'unknown';1.800000;1.613209e-01;-9.765099e+00;1.851114e+01;-2.166933e-02;-1.268646e-02;3.344910e-02;2.063414e+01;7.238486e+00;9.382402e+00;3.684362e+00;0;0;0;0;0;0;5.551993e+02;1.394912e+03;-201;1.732922e+03;6.659969e+02;-201;2.777898e+03;1.217818e+03;-201
'unknown';1.850000;1.797691e-01;-1.059251e+01;2.229672e+01;-1.684358e-02;-9.253897e-03;4.205437e-02;2.484745e+01;7.205290e+00;1.842348e+00;2.240538e+00;0;0;0;0;0;0;5.302700e+02;1.506672e+03;-201;1.562848e+03;8.694526e+02;-201;2.842067e+03;7.115127e+02;-201
'unknown';1.900000;1.879272e-01;-1.119917e+01;2.632657e+01;-2.301340e-02;-5.624865e-03;4.952284e-02;2.665595e+01;7.018664e+00;-2.671453e+00;3.895087e+00;0;0;0;0;0;0;3.251256e+02;1.535214e+03;-201;1.198195e+03;1.006593e+03;-201;2.463660e+03;7.210648e+02;-201
'unknown';1.950000;1.778731e-01;-1.213496e+01;2.830530e+01;-2.600850e-02;-6.600158e-03;5.785072e-02;2.590307e+01;8.183940e+00;-5.158451e+00;1.312681e+00;0;0;0;0;0;0;3.542249e+02;1.590182e+03;-201;1.171524e+03;1.050120e+03;-201;2.464611e+03;7.274753e+02;-201
'unknown';2.000000;1.714272e-01;-1.139223e+01;2.761791e+01;-5.071599e-02;-7.388968e-03;5.829217e-02;2.491812e+01;6.603586e+00;-6.958166e+00;4.042421e+00;0;0;0;0;0;0;5.621049e+02;1.385850e+03;-201;1.506789e+03;9.347217e+02;-201;2.745651e+03;7.177686e+02;-201
'unknown';2.050000;1.651005e-01;-9.626014e+00;2.593909e+01;-6.696257e-02;-5.707313e-03;4.619763e-02;2.321768e+01;4.964301e+00;-5.261682e+00;6.258870e+00;0;0;0;0;0;0;7.432786e+02;1.298618e+03;-201;1.885833e+03;9.983635e+02;-201;2.931338e+03;1.394896e+03;-201
'unknown';2.100000;1.677672e-01;-8.319161e+00;2.664701e+01;-6.368084e-02;-4.229008e-03;3.225980e-02;2.377063e+01;4.594432e+00;-7.018650e+00;7.331271e+00;0;0;0;0;0;0;7.276646e+02;1.298125e+03;-201;1.892406e+03;9.795735e+02;-201;2.937538e+03;1.452862e+03;-201
'unknown';2.150000;1.644094e-01;-9.048080e+00;2.798866e+01;-4.870954e-02;-6.724573e-03;2.890333e-02;2.341897e+01;7.630540e+00;-6.110632e+00;1.378208e+00;0;0;0;0;0;0;7.410059e+02;1.347269e+03;-201;2.021616e+03;1.648870e+03;-201;2.815237e+03;1.309624e+03;-201
'unknown';2.200000;1.625676e-01;-1.097453e+01;2.967981e+01;-2.851335e-02;-9.041748e-03;3.316931e-02;2.315921e+01;1.018584e+01;-5.302403e+00;-2.337452e+00;0;0;0;0;0;0;7.943909e+02;1.438244e+03;-201;2.138278e+03;1.811021e+03;-201;2.948785e+03;6.429428e+02;-201
'unknown';2.250000;1.561732e-01;-1.267428e+01;2.858980e+01;-3.152713e-02;-7.218214e-03;4.046420e-02;2.131052e+01;1.265414e+01;-1.097743e+00;5.507196e-01;0;0;0;0;0;0;1.029550e+03;1.056609e+03;-201;2.478121e+03;1.688156e+03;-201;3.327177e+03;6.058149e+02;-201
'unknown';2.300000;1.431486e-01;-1.385582e+01;2.827309e+01;-3.760250e-02;-3.593693e-03;3.659030e-02;1.864285e+01;1.222328e+01;3.644544e+00;8.883367e+00;0;0;0;0;0;0;1.059650e+03;9.950681e+02;-201;2.319767e+03;1.072578e+03;-201;3.465500e+03;6.779814e+02;-201
'unknown';2.350000;1.413148e-01;-1.285329e+01;2.692300e+01;-4.005898e-02;-2.457340e-03;3.794650e-02;1.944992e+01;1.400299e+01;3.562202e+00;8.649537e+00;0;0;0;0;0;0;1.031846e+03;8.850259e+02;-201;2.342928e+03;9.224526e+02;-201;3.573029e+03;6.624485e+02;-201
'unknown';2.400000;1.521266e-01;-1.360205e+01;2.859269e+01;-3.754179e-02;-8.402278e-03;4.058042e-02;2.202107e+01;1.609143e+01;2.335792e+00;1.549722e+00;0;0;0;0;0;0;7.955163e+02;1.205004e+03;-201;2.019748e+03;1.054379e+03;-201;3.294620e+03;7.227990e+02;-201
'unknown';2.450000;1.901345e-01;-1.218847e+01;2.944792e+01;-2.452582e-02;-1.233498e-02;5.751246e-02;2.673481e+01;1.694193e+01;-1.868049e+00;-7.211550e+00;0;0;0;0;0;0;5.502025e+02;1.336235e+03;-201;1.696112e+03;1.041530e+03;-201;3.018345e+03;7.320529e+02;-201
'unknown';2.500000;2.139640e-01;-1.262251e+01;2.851377e+01;-2.323745e-02;-1.137650e-02;7.251563e-02;2.617705e+01;1.477472e+01;7.098939e-01;-7.382143e+00;0;0;0;0;0;0;5.439019e+02;1.353453e+03;-201;1.564880e+03;8.356238e+02;-201;2.964250e+03;5.771396e+02;-201
'unknown';2.550000;2.346363e-01;-1.026239e+01;2.640573e+01;-5.567333e-03;-8.819169e-03;8.334837e-02;2.588920e+01;1.165104e+01;-1.000497e+00;-8.558556e+00;0;0;0;0;0;0;7.932440e+02;1.069826e+03;-201;1.900920e+03;1.035122e+03;-201;3.113832e+03;3.582414e+02;-201
'unknown';2.600000;2.145365e-01;-8.991759e+00;2.406160e+01;2.413983e-03;-5.854066e-03;8.050921e-02;2.303666e+01;9.888017e+00;-2.485917e+00;-4.717299e+00;0;0;0;0;0;0;1.013457e+03;9.307358e+02;-201;2.276439e+03;9.879854e+02;-201;3.461104e+03;3.510587e+02;-201
'unknown';2.650000;1.823335e-01;-1.089047e+01;2.291659e+01;-4.574207e-03;-5.472096e-03;6.980956e-02;1.925600e+01;1.313409e+01;1.829849e+00;1.913786e+00;0;0;0;0;0;0;1.012132e+03;9.990456e+02;-201;2.137031e+03;9.768012e+02;-201;3.412503e+03;2.802091e+02;-201
'unknown';2.700000;1.442498e-01;-1.531697e+01;2.509130e+01;-3.352103e-02;-2.657158e-03;5.690088e-02;1.566958e+01;1.621825e+01;8.979762e+00;1.276356e+01;0;0;0;0;0;0;1.013568e+03;9.881382e+02;-201;2.103402e+03;6.130319e+02;-201;3.440781e+03;3.801827e+02;-201
'unknown';2.750000;1.399916e-01;-1.766546e+01;2.817146e+01;-4.522909e-02;-4.420888e-03;5.450860e-02;1.739272e+01;1.867451e+01;9.037490e+00;1.122359e+01;0;0;0;0;0;0;7.658342e+02;1.304788e+03;-201;1.721345e+03;7.544573e+02;-201;3.097341e+03;6.413847e+02;-201
'unknown';2.800000;1.415408e-01;-1.789757e+01;3.035344e+01;-4.150475e-02;-1.145408e-02;4.778594e-02;2.120142e+01;1.860397e+01;2.498288e+00;2.337314e+00;0;0;0;0;0;0;5.825861e+02;1.384585e+03;-201;1.490531e+03;1.051384e+03;-201;2.933163e+03;9.919077e+02;-201
'unknown';2.850000;1.492203e-01;-1.286159e+01;2.904755e+01;-8.711760e-03;-1.554865e-02;4.781331e-02;2.372342e+01;1.700588e+01;-8.136848e+00;-9.488053e+00;0;0;0;0;0;0;3.137593e+02;1.605927e+03;-201;1.193302e+03;1.134050e+03;-201;2.808174e+03;9.862368e+02;-201
'unknown';2.900000;1.268868e-01;-1.258086e+01;2.914387e+01;1.592920e-03;-1.742324e-02;3.835376e-02;2.088833e+01;1.806908e+01;-9.536262e+00;-1.083495e+01;0;0;0;0;0;0;3.365182e+02;1.504112e+03;-201;1.201355e+03;1.112830e+03;-201;2.820670e+03;7.673701e+02;-201
'unknown';2.950000;1.117084e-01;-1.311044e+01;2.957476e+01;-1.908223e-03;-1.074814e-02;3.897385e-02;1.715481e+01;1.500804e+01;-8.149911e+00;-4.045921e+00;0;0;0;0;0;0;3.305553e+02;1.485623e+03;-201;1.215573e+03;9.782570e+02;-201;2.674701e+03;5.468858e+02;-201
'unknown';3.000000;1.035856e-01;-1.411227e+01;2.702995e+01;-2.540583e-02;-6.122677e-03;2.911137e-02;1.265892e+01;1.005876e+01;1.762648e-01;5.121483e+00;0;0;0;0;0;0;5.582376e+02;1.261015e+03;-201;1.472518e+03;9.080005e+02;-201;2.739121e+03;7.112352e+02;-201
'unknown';3.050000;1.234685e-01;-1.343167e+01;2.598371e+01;-3.200584e-02;-3.574071e-03;3.150200e-02;1.465892e+01;7.437698e+00;1.885244e+00;7.679934e+00;0;0;0;0;0;0;5.619446e+02;1.218103e+03;-201;1.472752e+03;8.538804e+02;-201;2.690346e+03;6.881987e+02;-201
'unknown';3.100000;1.713258e-01;-9.620183e+00;2.356115e+01;-3.397838e-03;-3.958052e-03;4.519300e-02;2.015202e+01;4.713190e+00;-6.091660e-01;3.857987e+00;0;0;0;0;0;0;4.912161e+02;1.276334e+03;-201;1.422302e+03;8.128597e+02;-201;2.685318e+03;6.880267e+02;-201
'unknown';3.150000;1.907777e-01;-9.484662e+00;2.346131e+01;9.263127e-03;-5.024382e-03;5.798789e-02;2.572861e+01;5.983864e+00;-6.327277e+00;-1.926576e-01;0;0;0;0;0;0;3.098540e+02;1.456659e+03;-201;1.175898e+03;9.099888e+02;-201;2.445548e+03;5.186326e+02;-201
'unknown';3.200000;1.852554e-01;-8.365363e+00;2.241493e+01;1.101077e-02;-3.860041e-03;6.093245e-02;2.573618e+01;4.511490e+00;-9.212177e+00;-1.439782e+00;0;0;0;0;0;0;2.993750e+02;1.450399e+03;-201;1.176575e+03;9.173011e+02;-201;2.406303e+03;5.228812e+02;-201
'unknown';3.250000;1.564533e-01;-9.701407e+00;2.339281e+01;6.262293e-03;-8.226429e-03;4.447438e-02;2.379070e+01;8.338223e+00;-1.127821e+01;-6.910194e+00;0;0;0;0;0;0;3.070281e+02;1.431153e+03;-201;1.164133e+03;9.310527e+02;-201;2.434758e+03;4.851053e+02;-201
'unknown';3.300000;1.567590e-01;-8.084956e+00;2.096447e+01;1.446231e-02;-1.070708e-02;3.630426e-02;2.235991e+01;5.984619e+00;-1.109416e+01;-8.668260e+00;0;0;0;0;0;0;5.278976e+02;1.269677e+03;-201;1.541474e+03;8.471122e+02;-201;2.717850e+03;8.308456e+02;-201
'unknown';3.350000;1.721631e-01;-8.657367e+00;2.043304e+01;2.071895e-02;-1.042715e-02;3.548406e-02;2.292960e+01;4.606116e+00;-8.137593e+00;-7.292585e+00;0;0;0;0;0;0;5.442331e+02;1.233767e+03;-201;1.566419e+03;8.284542e+02;-201;2.758101e+03;8.420778e+02;-201
'unknown';3.400000;1.767745e-01;-8.386618e+00;2.045335e+01;7.038753e-03;-8.695596e-03;4.070007e-02;2.209722e+01;2.734221e+00;-4.042299e+00;-2.646563e+00;0;0;0;0;0;0;7.815686e+02;1.057209e+03;-201;1.967725e+03;7.490703e+02;-201;3.106960e+03;9.006833e+02;-201
'unknown';3.450000;1.667994e-01;-1.144191e+01;2.750811e+01;-2.267028e-04;-9.302228e-03;4.089679e-02;2.257285e+01;7.958059e+00;-2.985693e+00;-3.019117e+00;0;0;0;0;0;0;5.759273e+02;1.226201e+03;-201;1.596339e+03;8.675352e+02;-201;2.886017e+03;6.119740e+02;-201
'unknown';3.500000;1.522275e-01;-1.387491e+01;3.268557e+01;-6.851712e-03;-9.932010e-03;3.855916e-02;2.114858e+01;1.095232e+01;-3.174794e+00;-3.354324e+00;0;0;0;0;0;0;5.344749e+02;1.428038e+03;-201;1.546872e+03;9.259404e+02;-201;2.886344e+03;6.846476e+02;-201
'unknown';3.550000;1.654800e-01;-1.166861e+01;3.048867e+01;-5.295755e-03;-8.963929e-03;4.743917e-02;2.179972e+01;7.294472e+00;-7.338885e+00;-6.215435e+00;0;0;0;0;0;0;3.280724e+02;1.607388e+03;-201;1.136851e+03;1.026154e+03;-201;2.474716e+03;6.750814e+02;-201
'unknown';3.600000;1.835091e-01;-8.132126e+00;2.604231e+01;-1.074195e-02;-8.305881e-03;5.597857e-02;2.244608e+01;3.183254e+00;-8.965606e+00;-7.801318e+00;0;0;0;0;0;0;2.845940e+02;1.648770e+03;-201;1.111542e+03;9.997881e+02;-201;2.409713e+03;6.605223e+02;-201
'unknown';3.650000;2.032118e-01;-3.855448e+00;2.049004e+01;-1.767434e-02;-8.896009e-03;5.835466e-02;2.494976e+01;-1.436633e-01;-1.005771e+01;-8.218534e+00;0;0;0;0;0;0;5.471207e+02;1.363004e+03;-201;1.541110e+03;9.478335e+02;-201;2.697334e+03;7.650904e+02;-201
'unknown';3.700000;1.785401e-01;-5.622572e+00;2.276843e+01;-1.252171e-02;-1.162475e-02;5.141359e-02;2.532479e+01;6.644497e+00;-9.777699e+00;-9.756396e+00;0;0;0;0;0;0;5.458352e+02;1.315293e+03;-201;1.557621e+03;9.060576e+02;-201;2.826316e+03;7.256666e+02;-201
'unknown';3.750000;1.455276e-01;-9.982791e+00;2.684415e+01;-1.598567e-02;-1.422767e-02;4.138021e-02;2.353185e+01;1.317973e+01;-8.204965e+00;-7.819345e+00;0;0;0;0;0;0;5.883870e+02;1.345069e+03;-201;1.556911e+03;9.972297e+02;-201;2.870006e+03;7.586830e+02;-201
'unknown';3.800000;1.369301e-01;-1.202682e+01;2.556375e+01;-1.585312e-02;-1.715987e-02;4.188326e-02;1.682346e+01;1.198025e+01;2.638314e+00;-6.601019e+00;0;0;0;0;0;0;3.998541e+02;1.347007e+03;-201;1.293476e+03;8.114934e+02;-201;2.546062e+03;8.032918e+02;-201
'unknown';3.850000;1.428644e-01;-1.245687e+01;2.426633e+01;-2.294424e-02;-1.500178e-02;3.933279e-02;1.438548e+01;7.102113e+00;7.461591e+00;-6.248941e-01;0;0;0;0;0;0;5.687040e+02;1.278855e+03;-201;1.558801e+03;7.624494e+02;-201;2.684785e+03;9.857593e+02;-201
'unknown';3.900000;1.526443e-01;-1.158570e+01;2.188828e+01;-1.266420e-02;-1.167327e-02;3.683998e-02;1.233241e+01;4.226023e+00;9.981139e+00;2.968147e+00;0;0;0;0;0;0;6.440308e+02;1.262743e+03;-201;1.801985e+03;6.135721e+02;-201;2.993045e+03;9.941250e+02;-201
'unknown';3.950000;1.360282e-01;-1.325648e+01;2.633057e+01;-4.273835e-03;-1.133501e-02;2.942528e-02;1.654093e+01;1.211817e+01;1.664654e-01;5.092888e-01;0;0;0;0;0;0;6.111666e+02;1.379217e+03;-201;1.668622e+03;8.422319e+02;-201;3.065582e+03;7.932906e+02;-201
'unknown';4.000000;1.420043e-01;-1.530671e+01;2.777614e+01;1.203960e-02;-8.555873e-03;3.650448e-02;1.732920e+01;1.553169e+01;1.222559e-01;2.845258e+00;0;0;0;0;0;0;4.111764e+02;1.509771e+03;-201;1.490041e+03;9.536888e+02;-201;2.807653e+03;7.942697e+02;-201
